"","x"
"308",3.62
"309",3.5
"310",2.76
"311",4.33
"312",1.2
"313",1.9
"314",1.74
"315",2.81
"316",1.4
"317",2.91
"318",3.77
"319",1.86
"320",1.78
"321",1.39
"322",1.51
"323",1.52
"324",2.89
"325",1.54
"326",3.55
"327",1.19
"328",1.74
"329",1.57
"330",1.63
"331",2.29
"332",3.61
"333",2.35
"334",3.1
"335",1.27
"336",3.02
"337",1.95
"338",2.16
"339",2.04
"340",1.69
"341",3.61
"342",2.85
"343",1.68
"344",1.73
"345",1.56
"346",1.49
"347",2.92
"348",2.43
"349",1.45
"350",2.75
"351",3
"352",2.51
"353",3.6
"354",2.78
"355",3
"356",3.13
"357",2.91
"358",2.72
"359",2.42
"360",1.67
"361",2.81
"362",3.52
"363",2.63
"364",3.33
"365",3.73
"366",4.07
"367",1.07
"368",1.85
"369",2.12
"370",2.03
"371",1.6
"372",1.69
"373",2.77
"374",2.43
"375",3.78
"376",2.33
"377",1.46
"378",1.26
"379",2.43
"380",1.92
"381",4.19
"382",1.69
"383",2.21
"384",3.24
"385",2.75
"386",3.03
"387",3.18
"388",3.13
"389",3.56
"390",2.78
"391",3.27
"392",2.76
"393",2.27
"394",2.18
"395",3.48
"396",1.36
"397",2.29
"398",2.35
"399",2.92
"400",3.24
"401",2.24
"402",2.94
"403",1.91
"404",3.14
"405",2.94
"406",2.19
"407",4.51
"408",4.16
"409",2.87
"410",1.12
"411",1.67
"412",1.29
"413",1.54
"414",1.76
"415",3.03
"416",2.29
"417",1.17
"418",1.75
"419",2.36
"420",1.12
"421",1.86
"422",2
"423",2.22
"424",1.84
"425",2.09
"426",1.91
"427",2.51
"428",2.09
"429",2.1
"430",3.28
"431",2.53
"432",2.38
"433",1.79
"434",2.69
"435",2.21
"436",2.64
"437",1.85
"438",2.07
"439",3.34
"440",2.83
"441",2.43
"442",2.44
"443",1.42
"444",2.47
"445",2.09
"446",2.99
"447",1.58
"448",1.52
"449",1.78
"450",3.19
"451",1.76
"452",3.22
"453",1.66
"454",2.26
"455",2.43
"456",1.86
"457",2.39
"458",1.25
"459",2.53
"460",1.74
"461",2.36
"462",3.13
"463",2.39
"464",1.89
"465",1.59
"466",1.42
"467",1.65
"468",1.12
"469",4.03
"470",1.53
"471",1.41
"472",1.48
"473",2.31
"474",1.24
"475",1.38
"476",1.33
"477",1.42
"478",1.56
"479",1.93
"480",1.51
"481",1.16
"482",1.39
"483",1.62
"484",1.29
"485",0.86
"486",1.59
"487",1.9
"488",1.6
"489",2.01
"490",1.79
"491",1.9
"492",2.08
"493",2.28
"494",2.23
"495",2.31
"496",1.5
"497",2.31
"498",1.65
"499",2.55
"500",2.83
"501",2.05
"502",1.57
"503",2.28
"504",1.72
"505",1.49
"506",1.89
"507",1.63
"508",1.58
