"","x"
"314",15
"315",19
"316",22
"317",25
"318",28
"319",30
"320",32
"321",32
"322",32
"323",31
"324",29
"325",26
"326",23
"327",21
"328",17
"329",14
"330",11
"331",9
"332",7
"333",6
"334",5
"335",6
"336",6
"337",7
"338",9
"339",11
"340",13
"341",15
"342",18
"343",20
"344",22
"345",23
"346",24
"347",25
"348",25
"349",25
"350",24
"351",24
"352",22
"353",21
"354",19
"355",18
"356",17
"357",16
"358",15
"359",15
"360",14
"361",14
"362",14
"363",14
"364",14
"365",14
"366",14
"367",14
"368",14
"369",14
"370",14
"371",15
"372",15
"373",15
"374",15
"375",16
"376",16
"377",17
"378",18
"379",19
"380",20
"381",21
"382",22
"383",23
"384",23
"385",24
"386",24
"387",24
"388",23
"389",22
"390",21
"391",19
"392",17
"393",15
"394",13
"395",11
"396",9
"397",7
"398",6
"399",6
"400",6
"401",7
"402",8
"403",10
"404",12
"405",15
"406",18
"407",22
"408",24
"409",27
"410",29
"411",31
"412",31
"413",31
"414",31
"415",29
"416",27
"417",24
"418",21
"419",18
"420",14
"421",10
"422",7
"423",5
"424",2
"425",1
"426",0
"427",1
"428",2
"429",5
"430",8
"431",12
"432",15
"433",19
"434",23
"435",27
"436",30
"437",32
"438",34
"439",34
"440",34
"441",32
"442",30
"443",28
"444",24
"445",20
"446",16
"447",13
"448",9
"449",6
"450",3
"451",2
"452",1
"453",1
"454",2
"455",4
"456",6
"457",9
"458",13
"459",17
"460",20
"461",23
"462",26
"463",28
"464",30
"465",31
"466",31
"467",31
"468",29
"469",27
"470",24
"471",22
"472",19
"473",16
"474",13
"475",11
"476",9
"477",8
"478",7
"479",7
"480",7
"481",8
"482",9
"483",11
"484",12
"485",14
"486",16
"487",18
"488",20
"489",21
"490",22
"491",23
"492",23
"493",23
"494",23
"495",23
"496",22
"497",21
"498",20
"499",19
"500",18
"501",18
"502",17
"503",17
"504",16
"505",16
"506",16
"507",16
"508",15
"509",15
"510",15
"511",14
"512",14
"513",13
"514",13
"515",13
"516",13
"517",13
"518",13
"519",14
"520",14
"521",15
"522",16
"523",18
"524",19
"525",21
"526",22
"527",24
"528",24
"529",25
"530",26
"531",26
"532",25
"533",24
"534",23
"535",21
"536",19
"537",16
"538",14
"539",12
"540",9
"541",7
"542",5
"543",5
"544",4
"545",5
"546",6
"547",8
"548",10
"549",13
"550",16
"551",20
"552",23
"553",26
"554",29
"555",31
"556",32
"557",32
"558",32
"559",31
"560",29
"561",26
"562",23
"563",20
"564",16
"565",12
"566",8
"567",6
"568",3
"569",1
"570",0
"571",0
"572",1
"573",3
"574",6
"575",10
"576",13
"577",17
"578",21
"579",25
"580",28
"581",31
"582",33
"583",34
"584",34
"585",33
"586",31
"587",29
"588",26
"589",22
"590",18
"591",15
"592",11
"593",8
"594",5
"595",3
"596",2
"597",2
"598",2
"599",4
"600",5
