"","x"
"514",75.73
"515",80.06
"516",78.47
"517",79
"518",78.24
"519",78.37
"520",76.14
"521",76.81
"522",71.51
"523",71.72
"524",74.76
"525",79.07
"526",82.34
"527",80.06
"528",76.62
"529",73.94
"530",74.57
"531",73.88
"532",78.25
"533",79.22
"534",80.19
"535",81.76
"536",81.44
"537",80.65
"538",83.01
"539",85.66
"540",84.34
"541",82.9
"542",84.22
"543",80.24
"544",74.98
"545",69.14
