"","x"
"440",43.48
"441",105.74
"442",76.87
"443",21.34
"444",34.7
"445",48.06
"446",86.99
"447",64.79
"448",34.82
"449",27.06
"450",42.65
"451",36.01
"452",16.04
"453",61.63
"454",39.44
"455",47.24
"456",89.49
"457",39.52
"458",76.22
"459",54.02
"460",72.94
"461",78.53
"462",23
"463",17.47
"464",24.16
"465",43.08
"466",34.22
"467",78.7
"468",34.28
"469",17.64
"470",13.22
"471",26.58
"472",42.17
"473",52.2
"474",62.23
"475",34.47
"476",24.51
"477",34.52
"478",16.78
"479",53.47
"480",33.5
"481",87.98
"482",32.45
"483",78.04
"484",19.17
"485",32.53
"486",22.56
"487",43.71
"488",28.17
"489",18.2
"490",23.79
"491",41.59
"492",37.18
"493",30.54
"494",37.24
"495",36.15
"496",35.07
"497",30.66
"498",19.57
"499",19.6
"500",41.85
"501",17.44
"502",13.02
"503",21.94
"504",25.3
"505",15.32
"506",13.13
"507",17.6
"508",27.64
"509",14.63
"510",18.56
"511",19.6
"512",20.62
"513",29.45
"514",54.87
"515",27.6
"516",15.94
"517",20.85
"518",15.06
"519",28.76
"520",15.16
"521",17.17
"522",25.98
"523",12.38
"524",13.39
"525",24.18
"526",30.08
"527",19.41
"528",14.58
"529",21.45
"530",19.55
"531",27.39
"532",9.9
"533",15.79
"534",12.92
"535",18.82
"536",18.87
"537",19.9
"538",12.13
"539",12.19
"540",19.07
"541",15.22
"542",14.29
"543",32.87
"544",22.2
"545",31.99
"546",30.1
"547",16.48
"548",25.31
"549",15.61
"550",13.71
"551",34.24
"552",14.77
"553",28.49
"554",8.05
"555",12.98
"556",9.13
"557",11.13
"558",19.95
"559",14.14
"560",14.19
"561",20.09
"562",28.93
"563",28.97
"564",37.81
"565",65.17
"566",78.87
"567",59.41
"568",144
"569",78.06
"570",80.05
"571",79.12
"572",124
"573",32.39
"574",50.01
"575",54.93
"576",36.45
"577",25.76
"578",15.09
"579",14.15
"580",22.98
"581",17.18
"582",28.94
"583",31.92
"584",22.11
"585",8.35
"586",8.26
"587",10.3
"588",10.2
"589",18.54
"590",20.59
"591",19.44
"592",16.21
"593",7.7
"594",21.3
"595",8.59
"596",12.7
"597",24.22
"598",11.5
"599",15.64
"600",15.56
"601",11.28
"602",10.14
"603",19.52
"604",8.93
"605",28.85
"606",6.68
"607",11.84
"608",17.04
"609",10.65
"610",10.55
"611",7.34
"612",10.41
"613",14.56
"614",17.62
"615",9.13
"616",7.99
"617",7.9
"618",14.16
"619",8.81
"620",7.69
"621",21.28
"622",12.79
"623",12.7
"624",7.36
"625",7.28
"626",7.19
"627",8.19
"628",26
"629",18.55
"630",14.25
"631",7.86
"632",24.63
"633",17.18
"634",12.89
